5	5	229	20	1	3
5	5	279	24	3	2
5	5	148	13	4	4
5	5	36	3	12	4
5	5	242	21	2	8
5	5	181	16	1	2
5	5	287	24	11	1
5	5	257	22	5	3
5	5	315	27	3	5
5	5	85	8	1	2
5	5	60	5	12	2
5	5	197	17	5	6
5	5	191	16	11	4
5	5	359	30	11	6
5	5	13	2	1	2
5	5	335	28	11	5
5	5	178	15	10	7
5	5	327	28	3	7
5	5	146	13	2	4
5	5	314	27	2	3
5	5	14	2	2	2
5	5	179	15	11	6
5	5	170	15	2	4
5	5	58	5	10	6
5	5	117	10	9	3
5	5	123	11	3	5
5	5	226	19	10	5
5	5	48	4	12	4
5	5	337	29	1	2
5	5	189	16	9	2
5	5	263	22	11	4
5	5	198	17	6	6
5	5	305	26	5	1
5	5	154	13	10	3
5	5	253	22	1	1
5	5	238	20	10	2
5	5	329	28	5	3
5	5	29	3	5	2
5	5	244	21	4	7
5	5	109	10	1	2
5	5	61	6	1	8
5	5	243	21	3	5
5	5	348	29	12	2
5	5	247	21	7	1
5	5	72	6	12	9
5	5	301	26	1	2
5	5	217	19	1	5
5	5	186	16	6	3
5	5	2	1	2	3
5	5	138	12	6	4
5	5	311	26	11	1
5	5	116	10	8	1
5	5	28	3	4	2
5	5	313	27	1	6
5	5	288	24	12	6
5	5	91	8	7	4
5	5	281	24	5	4
5	5	201	17	9	6
5	5	177	15	9	5
5	5	184	16	4	2
5	5	25	3	1	1
5	5	80	7	8	6
5	5	356	30	8	6
5	5	233	20	5	6
5	5	218	19	2	5
5	5	27	3	3	2
5	5	346	29	10	3
5	5	19	2	7	1
5	5	275	23	11	9
5	5	111	10	3	6
5	5	208	18	4	4
5	5	183	16	3	3
5	5	64	6	4	9
5	5	341	29	5	1
5	5	151	13	7	1
5	5	139	12	7	8
5	5	256	22	4	2
5	5	289	25	1	1
5	5	20	2	8	1
5	5	241	21	1	7
5	5	245	21	5	4
5	5	77	7	5	2
5	5	204	17	12	6
5	5	155	13	11	5
5	5	105	9	9	1
5	5	34	3	10	2
5	5	332	28	8	5
5	5	18	2	6	2
5	5	215	18	11	3
5	5	69	6	9	7
5	5	349	30	1	2
5	5	270	23	6	7
5	5	277	24	1	3
5	5	164	14	8	3
5	5	318	27	6	2
5	5	46	4	10	3
5	5	171	15	3	2
5	5	319	27	7	1
5	5	32	3	8	4
5	5	187	16	7	3
5	5	144	12	12	7
5	5	280	24	4	2
5	5	213	18	9	5
5	5	3	1	3	3
5	5	192	16	12	2
5	5	45	4	9	2
5	5	42	4	6	1
5	5	316	27	4	4
5	5	101	9	5	1
5	5	345	29	9	2
5	5	22	2	10	2
5	5	163	14	7	2
5	5	156	13	12	3
5	5	259	22	7	4
5	5	295	25	7	3
5	5	310	26	10	2
5	5	59	5	11	4
5	5	39	4	3	3
5	5	159	14	3	2
5	5	273	23	9	6
5	5	269	23	5	5
5	5	26	3	2	4
5	5	205	18	1	5
5	5	8	1	8	5
5	5	136	12	4	7
5	5	199	17	7	2
5	5	220	19	4	2
5	5	276	23	12	3
5	5	212	18	8	2
5	5	174	15	6	2
5	5	50	5	2	1
5	5	228	19	12	6
5	5	338	29	2	4
5	5	74	7	2	1
5	5	62	6	2	7
5	5	230	20	2	2
5	5	152	13	8	2
5	5	239	20	11	1
5	5	324	27	12	8
5	5	135	12	3	8
5	5	114	10	6	6
5	5	347	29	11	3
5	5	188	16	8	2
5	5	157	14	1	1
5	5	76	7	4	2
5	5	38	4	2	2
5	5	31	3	7	2
5	5	112	10	4	1
5	5	331	28	7	6
5	5	291	25	3	3
5	5	107	9	11	1
5	5	334	28	10	6
5	5	354	30	6	4
5	5	99	9	3	1
5	5	342	29	6	1
5	5	297	25	9	3
5	5	35	3	11	2
5	5	209	18	5	3
5	5	173	15	5	2
5	5	84	7	12	1
5	5	75	7	3	1
5	5	93	8	9	2
5	5	167	14	11	1
5	5	161	14	5	1
5	5	97	9	1	1
5	5	41	4	5	2
5	5	225	19	9	5
5	5	211	18	7	4
5	5	176	15	8	5
5	5	264	22	12	4
5	5	54	5	6	2
5	5	267	23	3	4
5	5	340	29	4	1
5	5	11	1	11	1
5	5	168	14	12	3
5	5	6	1	6	2
5	5	200	17	8	6
5	5	73	7	1	3
5	5	308	26	8	4
5	5	235	20	7	3
5	5	100	9	4	1
5	5	65	6	5	8
5	5	118	10	10	2
5	5	83	7	11	4
5	5	258	22	6	3
5	5	250	21	10	5
5	5	5	1	5	2
5	5	185	16	5	1
5	5	214	18	10	6
5	5	150	13	6	3
5	5	82	7	10	6
5	5	350	30	2	3
5	5	9	1	9	2
5	5	336	28	12	6
5	5	130	11	10	1
5	5	344	29	8	1
5	5	282	24	6	2
5	5	68	6	8	9
5	5	78	7	6	2
5	5	142	12	10	7
5	5	231	20	3	2
5	5	227	19	11	3
5	5	134	12	2	7
5	5	37	4	1	6
5	5	216	18	12	4
5	5	202	17	10	2
5	5	221	19	5	7
5	5	298	25	10	1
5	5	210	18	6	2
5	5	133	12	1	6
5	5	122	11	2	2
5	5	1	1	1	1
5	5	290	25	2	2
5	5	274	23	10	6
5	5	339	29	3	4
5	5	203	17	11	5
5	5	115	10	7	4
5	5	207	18	3	4
5	5	249	21	9	6
5	5	251	21	11	6
5	5	325	28	1	6
5	5	292	25	4	2
5	5	145	13	1	1
5	5	121	11	1	5
5	5	306	26	6	1
5	5	95	8	11	1
5	5	261	22	9	3
5	5	57	5	9	6
5	5	44	4	8	3
5	5	175	15	7	1
5	5	195	17	3	5
5	5	296	25	8	1
5	5	321	27	9	6
5	5	355	30	7	5
5	5	266	23	2	4
5	5	352	30	4	4
5	5	333	28	9	5
5	5	240	20	12	2
5	5	47	4	11	3
5	5	71	6	11	7
5	5	285	24	9	1
5	5	268	23	4	2
5	5	293	25	5	1
5	5	158	14	2	2
5	5	16	2	4	1
5	5	254	22	2	2
5	5	149	13	5	3
5	5	172	15	4	5
5	5	223	19	7	7
5	5	283	24	7	1
5	5	24	2	12	2
5	5	320	27	8	6
5	5	141	12	9	7
5	5	86	8	2	7
5	5	137	12	5	8
5	5	260	22	8	2
5	5	182	16	2	1
5	5	272	23	8	7
5	5	56	5	8	6
5	5	160	14	4	4
5	5	300	25	12	3
5	5	21	2	9	2
5	5	96	8	12	5
5	5	43	4	7	2
5	5	113	10	5	1
5	5	162	14	6	1
5	5	304	26	4	2
5	5	294	25	6	1
5	5	125	11	5	5
5	5	49	5	1	3
5	5	17	2	5	2
5	5	92	8	8	2
5	5	262	22	10	2
5	5	302	26	2	4
5	5	224	19	8	4
5	5	286	24	10	2
5	5	102	9	6	1
5	5	126	11	6	2
5	5	63	6	3	7
5	5	70	6	10	9
5	5	143	12	11	6
5	5	317	27	5	1
5	5	87	8	3	2
5	5	169	15	1	3
5	5	51	5	3	3
5	5	307	26	7	1
5	5	326	28	2	6
5	5	124	11	4	2
5	5	106	9	10	2
5	5	90	8	6	4
5	5	89	8	5	4
5	5	110	10	2	2
5	5	190	16	10	2
5	5	98	9	2	1
5	5	10	1	10	1
5	5	66	6	6	8
5	5	7	1	7	2
5	5	328	28	4	7
5	5	120	10	12	3
5	5	194	17	2	2
5	5	252	21	12	2
5	5	232	20	4	2
5	5	236	20	8	1
5	5	309	26	9	1
5	5	196	17	4	5
5	5	81	7	9	4
5	5	94	8	10	3
5	5	79	7	7	3
5	5	265	23	1	2
5	5	12	1	12	2
5	5	127	11	7	2
5	5	67	6	7	6
5	5	180	15	12	2
5	5	132	11	12	1
5	5	255	22	3	1
5	5	40	4	4	2
5	5	119	10	11	1
5	5	323	27	11	5
5	5	360	30	12	2
5	5	330	28	6	6
5	5	322	27	10	6
5	5	4	1	4	2
5	5	153	13	9	1
5	5	206	18	2	1
5	5	234	20	6	1
5	5	303	26	3	2
5	5	246	21	6	5
5	5	104	9	8	1
5	5	248	21	8	4
5	5	129	11	9	4
5	5	299	25	11	2
5	5	222	19	6	6
5	5	147	13	3	3
5	5	278	24	2	1
5	5	23	2	11	1
5	5	108	9	12	1
5	5	165	14	9	2
5	5	353	30	5	2
5	5	166	14	10	1
5	5	193	17	1	4
5	5	358	30	10	2
5	5	33	3	9	2
5	5	237	20	9	5
5	5	103	9	7	3
5	5	53	5	5	2
5	5	219	19	3	4
5	5	351	30	3	2
5	5	357	30	9	3
5	5	52	5	4	2
5	5	271	23	7	3
5	5	312	26	12	3
5	5	284	24	8	1
5	5	30	3	6	2
5	5	55	5	7	2
5	5	88	8	4	5
5	5	343	29	7	1
5	5	128	11	8	6
5	5	131	11	11	1
5	5	15	2	3	3
5	5	140	12	8	5
